road,chainage,lrp,lat,lon,type,name,condition,Segment,Truck,Bus,Car,Motorbike,Bicycle,nrLanes,destination
N1,292.758,LRP297,22.0826104,92.0958886,KmPost,"Cox,s Bazar 102 km,Pasha 3 km",road,50,0,0,0,0,0,2,LRP297a
N1,293.058,LRP297a,22.081166,92.0982774,Culvert,Box culvert,road,50,0,0,0,0,0,2,LRP289a_B
N1,293.134,LRP289a_B,22.08052061,92.09848553,Bridge,MITADIGI,A,50,0,0,0,0,0,2,LRP298
N1,293.758,LRP298,22.0752216,92.1001944,KmPost,Km post missing,road,50,0,0,0,0,0,2,LRP298a
N1,294.462,LRP298a,22.0699438,92.1038333,Bridge,Bridge start,road,50,0,0,0,0,0,2,LRP298b
N1,294.495,LRP298b,22.0698049,92.104,Bridge,Bridge end,road,50,0,0,0,0,0,2,LRP291a_B
N1,294.534,LRP291a_B,22.06956008,92.10427542,Bridge,Raj Ghata Bridge,B,50,0,0,0,0,0,2,LRP299
N1,294.672,LRP299,22.0686938,92.10525,KmPost,"Cox,s Bazar 100 km,Pasra 2 km",road,50,0,0,0,0,0,2,LRP291c_B
N1,294.77,LRP291c_B,22.06790996,92.105553,Bridge,THAKUR DIGI BOX CULVERT,A,50,0,0,0,0,0,2,LRP299a
N1,295.238,LRP299a,22.0641667,92.107,Bridge,Bridge start,road,50,0,0,0,0,0,2,LRP299b
N1,295.283,LRP299b,22.0638611,92.1070833,Bridge,Bridge end,road,50,0,0,0,0,0,2,LRP291d_B
N1,295.295,LRP291d_B,22.06375672,92.10710611,Bridge,Khoria Nagar Bridge,A,50,0,0,0,0,0,2,LRP292a_B
N1,295.625,LRP292a_B,22.06088615,92.10773337,Bridge,NOYA PARA BOX CULVERT,A,50,0,0,0,0,0,2,LRP299c
N1,295.663,LRP299c,22.0605556,92.1078056,Culvert,Box culvert,road,50,0,0,0,0,0,2,LRP300
N1,295.672,LRP300,22.0604722,92.1078611,KmPost,Km post missing,road,50,0,0,0,0,0,2,LRP300a
N1,296.095,LRP300a,22.0568611,92.1090833,Culvert,Box culvert,road,50,0,0,0,0,0,2,LRP292b_B
N1,296.135,LRP292b_B,22.05650512,92.10908546,Bridge,PODUA NOYA PARA BOX CULVERT,A,50,0,0,0,0,0,2,LRP300b
N1,296.61,LRP300b,22.0522778,92.1091111,Culvert,Box culvert,road,50,0,0,0,0,0,2,LRP293a_B
N1,296.647,LRP293a_B,22.05192964,92.10906139,Bridge,PODUA BAZAR BOX CULVERT,A,50,0,0,0,0,0,2,LRP301
N1,296.672,LRP301,22.0516944,92.1090278,KmPost,Km post missing,road,50,0,0,0,0,0,2,LRP301a
N1,297.002,LRP301a,22.0486386,92.1082222,Culvert,Box culvert,road,50,0,0,0,0,0,2,LRP293c_B
N1,297.034,LRP293c_B,22.04837132,92.10819385,Bridge,PODUA BAZAR BOX CULVERT,A,50,0,0,0,0,0,2,LRP301b
N1,297.441,LRP301b,22.0449719,92.1078333,"SideRoad,Left",Road to Tonkabati (Z1013),road,51,1575,1524,438,-4963,307,2,LRP301c
N1,297.536,LRP301c,22.0443052,92.1073056,Culvert,Box culvert,road,51,0,0,0,0,0,2,LRP294a_B
N1,297.569,LRP294a_B,22.04409626,92.10706295,Bridge,BARO AWLIA(R),A,51,0,0,0,0,0,2,LRP302
N1,297.672,LRP302,22.0434441,92.1063056,KmPost,Km post missing,road,51,0,0,0,0,0,2,LRP302a
N1,298.367,LRP302a,22.0379163,92.104,Culvert,Box culvert,road,51,0,0,0,0,0,2,LRP294c_B
N1,298.405,LRP294c_B,22.03758985,92.10398911,Bridge,TALOCKDNR PARA BOX CULVERT,A,51,0,0,0,0,0,2,LRP303
N1,298.464,LRP303,22.037083,92.1039722,KmPost,"Cox.s Bazar 96 km,Lohaona 3 km",road,51,0,0,0,0,0,2,LRP303a
N1,299.031,LRP303a,22.0320827,92.1041667,Culvert,Box culvert,road,51,0,0,0,0,0,2,LRP295a_B
N1,299.057,LRP295a_B,22.03186488,92.10412467,Bridge,AMIRABAD BOX CULVERT,A,51,0,0,0,0,0,2,LRP303b
N1,299.409,LRP303b,22.028916,92.1035556,Bridge,Bridge start,road,51,0,0,0,0,0,2,LRP295b_B
N1,299.434,LRP295b_B,22.02870136,92.10342933,Bridge,Amirabad Bridge,A,51,0,0,0,0,0,2,LRP304
N1,299.464,LRP304,22.0284438,92.1032778,KmPost,Km post missing,road,51,0,0,0,0,0,2,LRP304a
N1,299.483,LRP304a,22.0283327,92.1031944,Bridge,Bridge end,road,51,0,0,0,0,0,2,LRP296a_B
N1,299.756,LRP296a_B,22.02600455,92.10269674,Bridge,AMIRABAD LOHAGOR BOX CULVERT,A,51,0,0,0,0,0,2,LRP305
N1,300.382,LRP305,22.020666,92.1015556,KmPost,"Cox,s Bazar 94 km,Lohaona 1 km",road,51,0,0,0,0,0,2,LRP305a
N1,300.396,LRP305a,22.0205549,92.1015,Culvert,Box culvert,road,51,0,0,0,0,0,2,LRP296b_B
N1,300.406,LRP296b_B,22.02049803,92.10142777,Bridge,AMIRABAD LOHAGORA BOX CULVERT,A,51,0,0,0,0,0,2,LRP306
N1,301.319,LRP306,22.0153056,92.094833,KmPost,"Cox,s Bazar 93 km,Lohagora 6 km",road,51,0,0,0,0,0,2,LRP298a_B
N1,302.237,LRP298a_B,22.00782005,92.09277658,Bridge,LOHAGORA L.S BOX CULVERT,A,51,0,0,0,0,0,2,LRP306a
N1,302.249,LRP306a,22.0077222,92.0927497,Culvert,Box culvert,road,51,0,0,0,0,0,2,LRP307
N1,302.298,LRP307,22.0074167,92.0924997,KmPost,"Cox,s Bazar 92 km,Lohagra 0 km",road,51,0,0,0,0,0,2,LRP299a_B
N1,302.729,LRP299a_B,22.00417261,92.09056863,Bridge,DIGIRPARK BOX CULVERT,A,51,0,0,0,0,0,2,LRP307a
N1,302.763,LRP307a,22.0039167,92.0904163,Culvert,Box culvert,road,51,0,0,0,0,0,2,LRP299c_B
N1,303.237,LRP299c_B,22.00042964,92.08831938,Bridge,DIGIRPAR BOX CULVERT,A,51,0,0,0,0,0,2,LRP307b
N1,303.303,LRP307b,21.9999441,92.0880274,Culvert,Box culvert,road,51,0,0,0,0,0,2,LRP308
N1,303.319,LRP308,21.999833,92.0879997,KmPost,"Cox,s Bazar 87 km",road,51,0,0,0,0,0,2,LRP300a_B
N1,303.782,LRP300a_B,21.99583596,92.08745891,Bridge,ZADUNAGOR FILLING BOX CULVERT,A,51,0,0,0,0,0,2,LRP300b_B
N1,303.793,LRP300b_B,21.995741,92.08744606,Bridge,ZADUNAPUR SHAPIR FILLING STATION -(2) BOX CULVERT,A,51,0,0,0,0,0,2,LRP308a
N1,303.866,LRP308a,21.9951108,92.0873608,Culvert,Box culvert,road,51,0,0,0,0,0,2,LRP308b
N1,303.883,LRP308b,21.9950552,92.0872774,Culvert,Box culvert,road,51,0,0,0,0,0,2,LRP300d_B
N1,304.217,LRP300d_B,21.99223344,92.08635821,Bridge,Khasmahal Bridge,A,51,0,0,0,0,0,2,LRP308c
N1,304.317,LRP308c,21.9913886,92.086083,Bridge,Bridge start,road,51,0,0,0,0,0,2,LRP308d
N1,304.377,LRP308d,21.9908886,92.0859163,Bridge,Bridge end,road,51,0,0,0,0,0,2,LRP309
N1,304.396,LRP309,21.9907219,92.0858608,KmPost,"Cox,s Bazar 86 km,Chokaria 28 km",road,51,0,0,0,0,0,2,LRP301a_B
N1,304.449,LRP301a_B,21.99028024,92.08568597,Bridge,ZADUNAGOR BUS STATION BOX CULVERT,A,51,0,0,0,0,0,2,LRP309a
N1,304.556,LRP309a,21.9893886,92.085333,Culvert,Box culvert,road,51,0,0,0,0,0,2,LRP301b_B
N1,304.857,LRP301b_B,21.98704087,92.08399437,Bridge,Adunagar Bridge,B,51,0,0,0,0,0,2,LRP309b
N1,304.962,LRP309b,21.9862219,92.0835274,Bridge,Bridge start,road,51,0,0,0,0,0,2,LRP309c
N1,304.986,LRP309c,21.9860552,92.0834441,Bridge,Bridge end,road,51,0,0,0,0,0,2,LRP310
N1,305.375,LRP310,21.9829716,92.0817771,KmPost,"Cox,s Bazar 87 km,Chokaria 27 km",road,51,0,0,0,0,0,2,LRP302a_B
N1,305.527,LRP302a_B,21.98190404,92.08077333,Bridge,Hatirpul Bridge,B,51,0,0,0,0,0,2,LRP310a
N1,305.64,LRP310a,21.9811104,92.0800271,Bridge,Bridge start,road,51,0,0,0,0,0,2,LRP310b
N1,305.665,LRP310b,21.9810549,92.0799438,Bridge,Bridge end,road,51,0,0,0,0,0,2,LRP302c_B
N1,305.794,LRP302c_B,21.98046236,92.07887163,Bridge,HATIAR PULL BOX CULVERT,A,51,0,0,0,0,0,2,LRP310c
N1,305.919,LRP310c,21.9798882,92.0778327,Culvert,Box culvert,road,51,0,0,0,0,0,2,LRP302e_B
N1,306.139,LRP302e_B,21.97929857,92.07584923,Bridge,SHIX DAR PARA BOX CULVERT,A,51,0,0,0,0,0,2,LRP310d
N1,306.261,LRP310d,21.9789716,92.0747493,Culvert,Box culvert,road,51,0,0,0,0,0,2,LRP311
N1,306.394,LRP311,21.9781104,92.0739993,KmPost,"Cox,s Bazar 88 km,Chowria 27 km",road,51,0,0,0,0,0,2,LRP303a_B
N1,307.229,LRP303a_B,21.9738684,92.06832048,Bridge,MUSKAMPANI PARA BOX CULVERT,A,51,0,0,0,0,0,2,LRP312
N1,307.411,LRP312,21.9729438,92.0670827,KmPost,"Cox,s Bazar 83 km,Chokaria 25 km",road,51,0,0,0,0,0,2,LRP312a
N1,307.582,LRP312a,21.9720827,92.0657222,"SideRoad,Right",Road to Banskhali (R171),road,52,0.001,0.001,0.001,0.001,0.001,2,LRP304b_B
N1,307.981,LRP304b_B,21.96895812,92.06415011,Bridge,AODU NAGOR (2) BOX CULVERT,A,52,0,0,0,0,0,2,LRP312b
N1,308.146,LRP312b,21.967666,92.0635,Culvert,Box culvert,road,52,0,0,0,0,0,2,LRP313
N1,308.411,LRP313,21.9654167,92.0625556,KmPost,Km post missing,road,52,0,0,0,0,0,2,LRP305a_B
N1,308.652,LRP305a_B,21.96221386,92.06331688,Bridge,Rataykul Bridge,A,52,0,0,0,0,0,2,LRP313a
N1,308.666,LRP313a,21.9620278,92.0633611,Bridge,Bridge start,road,52,0,0,0,0,0,2,LRP313b
N1,308.687,LRP313b,21.9618611,92.0634444,Bridge,Bridge end,road,52,0,0,0,0,0,2,LRP305c_B
N1,309.038,LRP305c_B,21.95924011,92.06527913,Bridge,BONPUKR PARA BOX CULVERT,A,52,0,0,0,0,0,2,LRP313c
N1,309.059,LRP313c,21.9590833,92.0653889,Culvert,Box culvert,road,52,0,0,0,0,0,2,LRP306a_B
N1,309.355,LRP306a_B,21.95803216,92.06639328,Bridge,BON PUKUL PARA BOX CULVERT,A,52,0,0,0,0,0,2,LRP314
N1,309.411,LRP314,21.9578333,92.0665833,KmPost,Km post missing,road,52,0,0,0,0,0,2,LRP314a
N1,309.496,LRP314a,21.9569167,92.0673327,Culvert,Box culvert,road,52,0,0,0,0,0,2,LRP306b_B
N1,309.971,LRP306b_B,21.95207954,92.06781381,Bridge,Santi Bridge,B,52,0,0,0,0,0,2,LRP314b
N1,310.017,LRP314b,21.9516111,92.0678604,Bridge,Bridge start,road,52,0,0,0,0,0,2,LRP314c
N1,310.038,LRP314c,21.9514444,92.0678604,Bridge,Bridge end,road,52,0,0,0,0,0,2,LRP315
N1,310.341,LRP315,21.9489441,92.0675271,KmPost,Info.Missing,road,52,0,0,0,0,0,2,LRP307a_B
N1,310.723,LRP307a_B,21.94539937,92.06692866,Bridge,SANTI BOX CULVERT,A,52,0,0,0,0,0,2,LRP315a
N1,310.802,LRP315a,21.9446663,92.0668049,Culvert,Box culvert,road,52,0,0,0,0,0,2,LRP316
N1,311.341,LRP316,21.940583,92.0643889,KmPost,Km post missing,road,52,0,0,0,0,0,2,LRP308a_B
N1,311.886,LRP308a_B,21.93602902,92.06254272,Bridge,BRICK FIELD BOX CULVERT,A,52,0,0,0,0,0,2,LRP316a
N1,311.956,LRP316a,21.9354441,92.0623056,Culvert,Box culvert,road,52,0,0,0,0,0,2,LRP308b_B
N1,312.138,LRP308b_B,21.93394544,92.06166615,Bridge,BACK FILD BOX CULVERT,A,52,0,0,0,0,0,2,LRP316b
N1,312.209,LRP316b,21.9333608,92.0614167,Culvert,Box culvert,road,52,0,0,0,0,0,2,LRP309a_B
N1,312.354,LRP309a_B,21.93230867,92.06080096,Bridge,AZIZNAGOR FOREST BOX CULVERT,A,52,0,0,0,0,0,2,LRP317
N1,312.366,LRP317,21.9322216,92.06075,KmPost,"Cox,s Bazar 78 km",road,52,0,0,0,0,0,2,LRP317a
N1,312.444,LRP317a,21.931666,92.0603611,Culvert,Box culvert,road,52,0,0,0,0,0,2,LRP309b_B
N1,312.609,LRP309b_B,21.93038125,92.05968404,Bridge,AZIZ NOGOR FOREST BOX CULVERT,A,52,0,0,0,0,0,2,LRP317b
N1,312.708,LRP317b,21.9296104,92.0592778,Culvert,Box culvert,road,52,0,0,0,0,0,2,LRP318
N1,313.381,LRP318,21.9235827,92.0585,KmPost / KmPost,"Cox,s Bazar 77 km/Start of Cox's Bazar Road Division. / Cox,s Bazar 77 km/Start of Cox's Bazar Road Division.",road,52,0,0,0,0,0,2,LRP310a_B
N1,313.947,LRP310a_B,21.91791196,92.0597363,Bridge,AZIZNAGOR BOX CULVERT,A,52,0,0,0,0,0,2,LRP318a
N1,313.966,LRP318a,21.9177216,92.0597778,Culvert,Box culvert,road,52,0,0,0,0,0,2,LRP310b_B
N1,314.144,LRP310b_B,21.91675917,92.05998993,Bridge,AZIZ NOGAR BOX CULVERT,A,52,0,0,0,0,0,2,LRP318b
N1,314.269,LRP318b,21.9160833,92.0601389,Culvert,Box culvert,road,52,0,0,0,0,0,2,LRP319
N1,314.416,LRP319,21.9148333,92.0604722,KmPost,"Cox,s Bazar 76 km",road,52,0,0,0,0,0,2,LRP311a_B
N1,314.502,LRP311a_B,21.91407272,92.06054721,Bridge,AZIZ NAGOR 1,A,52,0,0,0,0,0,2,LRP319a
N1,314.639,LRP319a,21.9128611,92.0606667,Culvert,Box culvert,road,52,0,0,0,0,0,2,LRP311b_B
N1,315.009,LRP311b_B,21.90962291,92.06056613,Bridge,AZIZ NAGOR 2,A,52,0,0,0,0,0,2,LRP319b
N1,315.15,LRP319b,21.9083889,92.0605278,Culvert,Box culvert,road,52,0,0,0,0,0,2,LRP320
N1,315.42,LRP320,21.9059444,92.0609167,KmPost,"Cox,s Bazar 75 km",road,52,0,0,0,0,0,2,LRP320a
N1,315.728,LRP320a,21.9031667,92.0611667,"SideRoad,Left",Road to Lama(Z1007),road,53,0.001,0.001,0.001,0.001,0.001,2,LRP321
N1,316.293,LRP321,21.8969997,92.0612222,KmPost,"Cox,s Bazar 74 km",road,53,0,0,0,0,0,2,LRP321a
N1,316.356,LRP321a,21.89646793,92.06108685,"SideRoad,Right",Road to Toitong (Z1124),road,54,0.001,0.001,0.001,0.001,0.001,2,LRP313b_B
N1,317.001,LRP313b_B,21.89102365,92.05970108,Bridge,HARBHANG CHOR,A,54,0,0,0,0,0,2,LRP321b
N1,317.017,LRP321b,21.8908886,92.0596667,Culvert,Box culvert,road,54,0,0,0,0,0,2,LRP322
N1,317.299,LRP322,21.8883886,92.0600833,KmPost,"Cox,s Bazar 73 km",road,54,0,0,0,0,0,2,LRP314a_B
N1,318.11,LRP314a_B,21.88122152,92.05900154,Bridge,GHOIL MARA BOX CULVERT,A,54,0,0,0,0,0,2,LRP322a
N1,318.132,LRP322a,21.8810271,92.0589722,Culvert,Box culvert,road,54,0,0,0,0,0,2,LRP323
N1,318.311,LRP323,21.879416,92.0590833,KmPost,Cox's Bazar 72 km,road,54,0,0,0,0,0,2,LRP315a_B
N1,318.796,LRP315a_B,21.87511974,92.05910984,Bridge,HARBANG,A,54,0,0,0,0,0,2,LRP323a
N1,318.819,LRP323a,21.874916,92.0591111,Culvert,Box culvert,road,54,0,0,0,0,0,2,LRP324
N1,319.32,LRP324,21.8704993,92.0591389,KmPost,Info.Missing,road,54,0,0,0,0,0,2,LRP316a_B
N1,320.189,LRP316a_B,21.86283514,92.05948487,Bridge,HARBANG,A,54,0,0,0,0,0,2,LRP324a
N1,320.227,LRP324a,21.8625,92.0595,Culvert,Box culvert,road,54,0,0,0,0,0,2,LRP325
N1,320.32,LRP325,21.8616389,92.0596111,KmPost,Km post missing,road,54,0,0,0,0,0,2,LRP317a_B
N1,320.513,LRP317a_B,21.85997258,92.06019071,Bridge,Harbang Chora Bridge,C,54,0,0,0,0,0,2,LRP325a
N1,320.542,LRP325a,21.8597222,92.0602778,Bridge,Bridge start,road,54,0,0,0,0,0,2,LRP325b
N1,320.601,LRP325b,21.8592222,92.0604444,Bridge,Bridge end,road,54,0,0,0,0,0,2,LRP318a_B
N1,321.305,LRP318a_B,21.85292879,92.06095762,Bridge,ALIPUR BOX CULVERT,A,54,0,0,0,0,0,2,LRP326
N1,321.325,LRP326,21.85275,92.0609722,KmPost,"Cox,s Bazar 69 km",road,54,0,0,0,0,0,2,LRP326a
N1,321.346,LRP326a,21.8526111,92.0609722,Culvert,Box culvert,road,54,0,0,0,0,0,2,LRP318b_B
N1,321.536,LRP318b_B,21.85085953,92.06094913,Bridge,HARBANG,A,54,0,0,0,0,0,2,LRP326b
N1,321.575,LRP326b,21.8505,92.0609444,Culvert,Box culvert,road,54,0,0,0,0,0,2,LRP327
N1,322.34,LRP327,21.8441386,92.0628056,KmPost,"Cox,s Bazar 68 km",road,54,0,0,0,0,0,2,LRP319a_B
N1,322.5,LRP319a_B,21.84297007,92.06359846,Bridge,HAR BAG BOX CULVERT,A,54,0,0,0,0,0,2,LRP327a
N1,322.553,LRP327a,21.842583,92.0638611,Culvert,Box culvert,road,54,0,0,0,0,0,2,LRP319b_B
N1,322.823,LRP319b_B,21.84039357,92.06493255,Bridge,HAR BAG BOX CULVERT,A,54,0,0,0,0,0,2,LRP327b
N1,322.875,LRP327b,21.8399719,92.0651389,Culvert,Box culvert,road,54,0,0,0,0,0,2,LRP328
N1,323.357,LRP328,21.8363052,92.067416,KmPost,"Cox,s Bazar 67 km",road,54,0,0,0,0,0,2,LRP320a_B
N1,323.619,LRP320a_B,21.83410332,92.06827359,Bridge,ATKOTA,A,54,0,0,0,0,0,2,LRP328a
N1,323.671,LRP328a,21.8336663,92.0684438,Culvert,Box culvert,road,54,0,0,0,0,0,2,LRP328b
N1,323.842,LRP328b,21.8322216,92.0689993,"SideRoad,Right",Road to Paharchaanda(Z1125),road,55,-2554,-1876,-495,-762,-870,2,LRP329
N1,324.324,LRP329,21.8280827,92.0712771,KmPost,Cox's Bazar 66 km,road,55,0,0,0,0,0,2,LRP321a_B
N1,324.331,LRP321a_B,21.82802582,92.07130355,Bridge,AKOTA BAZAR BOX CULVERT,A,55,0,0,0,0,0,2,LRP321b_B
N1,324.607,LRP321b_B,21.82578318,92.07234663,Bridge,Bodoitola Bridge,C,55,0,0,0,0,0,2,LRP329a
N1,324.618,LRP329a,21.8256938,92.0723882,Bridge,Bridge start,road,55,0,0,0,0,0,2,LRP329b
N1,324.666,LRP329b,21.8252771,92.0725549,Bridge,Bridge end,road,55,0,0,0,0,0,2,LRP321d_B
N1,325.153,LRP321d_B,21.82114288,92.07402014,Bridge,BODAITALI BOX CULVERT,A,55,0,0,0,0,0,2,LRP329c
N1,325.183,LRP329c,21.8208882,92.0741104,Culvert,Box culvert,road,55,0,0,0,0,0,2,LRP330
N1,325.332,LRP330,21.8195271,92.0741382,KmPost,Cox's Bazar 65km,road,55,0,0,0,0,0,2,LRP322a_B
N1,325.49,LRP322a_B,21.81816926,92.07394424,Bridge,BODOITOLI BOX CULVERT,A,55,0,0,0,0,0,2,LRP330a
N1,325.513,LRP330a,21.8179716,92.073916,Culvert,Box culvert,road,55,0,0,0,0,0,2,LRP331
N1,326.344,LRP331,21.8119444,92.0776382,KmPost,Cox.s Bazar 64 km,road,55,0,0,0,0,0,2,LRP331a
N1,327.188,LRP331a,21.8045278,92.077166,"SideRoad,Right",Road to Paharchanda(Z1002),road,56,0.001,0.001,0.001,0.001,0.001,2,LRP323b_B
N1,327.312,LRP323b_B,21.8034238,92.07723221,Bridge,BANIYAR CHORA,A,56,0,0,0,0,0,2,LRP331b
N1,327.344,LRP331b,21.8031389,92.0772493,Bridge,Bridge start,road,56,0,0,0,0,0,2,LRP331c
N1,327.359,LRP331c,21.8030278,92.0772771,Bridge,Bridge end,road,56,0,0,0,0,0,2,LRP332
N1,327.369,LRP332,21.8029167,92.0772771,KmPost,"Cox,s Bazar 63 km",road,56,0,0,0,0,0,2,LRP333
N1,328.362,LRP333,21.7941941,92.0783882,KmPost,"Cox,s Bazar 62 km",road,56,0,0,0,0,0,2,LRP325a_B
N1,329.084,LRP325a_B,21.78785401,92.07885401,Bridge,NOL BELA-1 BOX CULVERT,A,56,0,0,0,0,0,2,LRP333a
N1,329.137,LRP333a,21.7873886,92.0788882,Culvert,Box culvert,road,56,0,0,0,0,0,2,LRP325c_B
N1,329.181,LRP325c_B,21.78699748,92.07894932,Bridge,NOL BELA BOX CULVERT,A,56,0,0,0,0,0,2,LRP333b
N1,329.237,LRP333b,21.7864997,92.0790271,Culvert,Box culvert,road,56,0,0,0,0,0,2,LRP334
N1,329.375,LRP334,21.7853052,92.079166,KmPost,"Cox,s Bazar 61 km",road,56,0,0,0,0,0,2,LRP326a_B
N1,329.499,LRP326a_B,21.78419533,92.07924254,Bridge,NOLBELA BOX CULVERT,B,56,0,0,0,0,0,2,LRP334a
N1,329.555,LRP334a,21.7836941,92.0792771,Culvert,Box culvert,road,56,0,0,0,0,0,2,LRP335
N1,330.374,LRP335,21.7782493,92.0840552,KmPost,"Cox,s Bazar 60 km",road,56,0,0,0,0,0,2,LRP335a
N1,330.454,LRP335a,21.7776382,92.0843886,Culvert,Box culvert,road,56,0,0,0,0,0,2,LRP335b
N1,330.679,LRP335b,21.7758049,92.0851108,Culvert,Box culvert,road,56,0,0,0,0,0,2,LRP335c
N1,330.874,LRP335c,21.7737216,92.0840552,CrossRoad,Intersection with Z1126,road,57,0.001,0.001,0.001,0.001,0.001,2,LRP327a_B
N1,330.931,LRP327a_B,21.77353392,92.08391447,Bridge,DIDDA BAZAR BOX CULVERT,A,57,0,0,0,0,0,2,LRP335d
N1,331.009,LRP335d,21.7732771,92.0837219,Culvert,Box culvert,road,57,0,0,0,0,0,2,LRP328a_B
N1,331.259,LRP328a_B,21.77159434,92.08210995,Bridge,Mathamuhuri Bridge,D,57,0,0,0,0,0,2,LRP336
N1,331.302,LRP336,21.7713049,92.0818327,KmPost,"Cox,s Bazar 59 km",road,57,0,0,0,0,0,2,LRP336a
N1,331.326,LRP336a,21.7711938,92.0816382,Bridge,Bridge start,road,57,0,0,0,0,0,2,LRP336b
N1,331.637,LRP336b,21.7693327,92.079416,Bridge,Bridge end,road,57,0,0,0,0,0,2,LRP336c
N1,332.066,LRP336c,21.7664722,92.0767771,"SideRoad,Right",Road to Tuabazar (Z1127),road,58,0.001,0.001,0.001,0.001,0.001,2,LRP337
N1,332.302,LRP337,21.7646389,92.075916,KmPost,Km post missing,road,58,0,0,0,0,0,2,LRP337a
N1,332.877,LRP337a,21.7596389,92.0764993,"SideRoad,Right",Road to Badarkhali (R172),road,59,530,89,-380,2269,4111,2,LRP338
N1,333.43,LRP338,21.7546944,92.0770271,KmPost,"Cox,s Bazar 57 km",road,59,0,0,0,0,0,2,LRP339
N1,334.432,LRP339,21.7466386,92.080916,KmPost,"Cox,s Bazar 56 km",road,59,0,0,0,0,0,2,LRP331a_B
N1,335.192,LRP331a_B,21.74014662,92.08262437,Bridge,BANDI BAZAR BOX CULVERT,B,59,0,0,0,0,0,2,LRP339a
N1,335.297,LRP339a,21.7392497,92.0828604,Culvert,Box culvert,road,59,0,0,0,0,0,2,LRP332a_B
N1,335.38,LRP332a_B,21.73856292,92.08318763,Bridge,KUMARIKOOL BOX CULVERT,A,59,0,0,0,0,0,2,LRP340
N1,335.438,LRP340,21.738083,92.0834163,KmPost,Cox's Bazar 55 km,road,59,0,0,0,0,0,2,LRP340a
N1,335.489,LRP340a,21.7376386,92.0834719,Culvert,Box culvert,road,59,0,0,0,0,0,2,LRP332b_B
N1,336.054,LRP332b_B,21.73260686,92.08374883,Bridge,PASIYAKALI BOX CULVERT,A,59,0,0,0,0,0,2,LRP340b
N1,336.169,LRP340b,21.7315827,92.0838052,Culvert,Box culvert,road,59,0,0,0,0,0,2,LRP332c_B
N1,336.237,LRP332c_B,21.73098783,92.08381564,Bridge,Pasiyakali Bridge,C,59,0,0,0,0,0,2,LRP340c
N1,336.35,LRP340c,21.7299993,92.083833,Bridge,Bridge start,road,59,0,0,0,0,0,2,LRP340d
N1,336.389,LRP340d,21.7296382,92.083833,Bridge,Bridge end,road,59,0,0,0,0,0,2,LRP341
N1,336.458,LRP341,21.7290271,92.0838608,KmPost,"Cox,s Bazar 54 km",road,59,0,0,0,0,0,2,LRP333a_B
N1,337.019,LRP333a_B,21.72407393,92.08354415,Bridge,HASIRUGIGI,A,59,0,0,0,0,0,2,LRP341a
N1,337.147,LRP341a,21.7229438,92.0834719,Culvert,Box culvert,road,59,0,0,0,0,0,2,LRP341b
N1,337.31,LRP341b,21.7215549,92.0830827,"SideRoad,Left",Road to Alikadam(Z1005),road,60,-808,-732,-256,-2003,-4043,2,LRP342
N1,337.458,LRP342,21.7204716,92.0822493,KmPost,Cox's Bazar 53km,road,60,0,0,0,0,0,2,LRP342a
N1,337.878,LRP342a,21.7169438,92.0824993,Culvert,Pipe Culvert,road,60,0,0,0,0,0,2,LRP343
N1,338.491,LRP343,21.7120833,92.0821104,KmPost,"Cox,s Bazar 52 km",road,60,0,0,0,0,0,2,LRP335a_B
N1,338.859,LRP335a_B,21.70925138,92.08067506,Bridge,CHOHAJANYA (1),A,60,0,0,0,0,0,2,LRP343a
N1,339.018,LRP343a,21.7080278,92.0800549,Culvert,Box culvert,road,60,0,0,0,0,0,2,LRP344
N1,339.507,LRP344,21.7040556,92.0788604,KmPost,"Cox,s Bazar 51 km",road,60,0,0,0,0,0,2,LRP336a_B
N1,339.648,LRP336a_B,21.70283004,92.07864563,Bridge,CHOHAJANIYA (2),A,60,0,0,0,0,0,2,LRP344a
N1,339.817,LRP344a,21.7013611,92.0783882,Culvert,Box culvert,road,60,0,0,0,0,0,2,LRP345
N1,340.515,LRP345,21.6957497,92.0805827,KmPost,Cox's Bazar 50km,road,60,0,0,0,0,0,2,LRP346
N1,341.527,LRP346,21.6868608,92.0800827,KmPost,Cox's Bazar 49km,road,60,0,0,0,0,0,2,LRP347
N1,342.527,LRP347,21.678416,92.0770827,KmPost,Cox's Bazar 48 km,road,60,0,0,0,0,0,2,LRP339a_B
N1,342.77,LRP339a_B,21.67627929,92.07680747,Bridge,Polia Fari Bridge,C,60,0,0,0,0,0,2,LRP347a
N1,342.944,LRP347a,21.6747493,92.0766104,Bridge,Bridge start,road,60,0,0,0,0,0,2,LRP347b
N1,343.006,LRP347b,21.6742216,92.0765549,Bridge,Bridge end,road,60,0,0,0,0,0,2,LRP339c_B
N1,343.243,LRP339c_B,21.67210496,92.07639925,Bridge,DULAHAJARA (SAFARI PARK),A,60,0,0,0,0,0,2,LRP347c
N1,343.429,LRP347c,21.6704438,92.0762771,Culvert,Box culvert,road,60,0,0,0,0,0,2,LRP348
N1,343.463,LRP348,21.6695549,92.0760549,KmPost,"Cox,s Bazar 47 km",road,60,0,0,0,0,0,2,LRP348a
N1,343.559,LRP348a,21.6688327,92.0759438,"SideRoad,Left",Road to Garzania (Z1130),road,61,0.001,0.001,0.001,0.001,0.001,2,LRP340a_B
